Sentence #,Sentence,POS,Tag
Sentence: 4730,Saddam 's head defense lawyer Khalil al-Dulaimi said he would appeal the decision and asked for a halt in the court 's proceedings .,"['NNP', 'POS', 'NN', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'PRP', 'MD', 'VB', 'DT', 'NN', 'CC', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'POS', 'NNS', '.']","['B-geo', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4731,He then walked out of the court .,"['PRP', 'RB', 'VBD', 'IN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4732,The trial has been adjourned until Wednesday .,"['DT', 'NN', 'VBZ', 'VBN', 'VBN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 4733,The defendants face hanging if convicted .,"['DT', 'NNS', 'VBP', 'VBG', 'IN', 'VBN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4734,Thousands of people demonstrated in northern Japan Saturday in advance of next week 's summit of leaders of the world 's eight richest nations .,"['NNS', 'IN', 'NNS', 'VBN', 'IN', 'JJ', 'NNP', 'NNP', 'IN', 'NN', 'IN', 'JJ', 'NN', 'POS', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'POS', 'CD', 'JJS', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4735,"The protesters gathered in the city of Sapporo to demand the Group of Eight leaders take action on a number of issues , including soaring food prices .","['DT', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'IN', 'NNP', 'TO', 'VB', 'DT', 'NNP', 'IN', 'CD', 'NNS', 'VBP', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', ',', 'VBG', 'VBG', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4736,"They also denounced the G8 itself for such ills as war , discrimination , poverty and global climate change .","['PRP', 'RB', 'VBD', 'DT', 'NNP', 'PRP', 'IN', 'JJ', 'NNS', 'IN', 'NN', ',', 'NN', ',', 'NN', 'CC', 'JJ', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4737,"Foreign activists , farmers and non-governmental organizations made up the ranks of the protesters .","['JJ', 'NNS', ',', 'NNS', 'CC', 'JJ', 'NNS', 'VBD', 'RP', 'DT', 'NNS', 'IN', 'DT', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4738,Thousands of riot police were deployed along the march route .,"['NNS', 'IN', 'NN', 'NNS', 'VBD', 'VBN', 'IN', 'DT', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4739,Officials say at least four people were arrested .,"['NNS', 'VBP', 'IN', 'JJS', 'CD', 'NNS', 'VBD', 'VBN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4740,Sapporo is the capital of Hokkaido Island .,"['NNP', 'VBZ', 'DT', 'NN', 'IN', 'NNP', 'NNP', '.']","['B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 4741,The G8 leaders will convene at a nearby luxury resort on Monday for a three-day summit .,"['DT', 'NNP', 'NNS', 'MD', 'VB', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'IN', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-tim', 'O', 'O']"
Sentence: 4742,"The G8 includes the United States , Japan , Russia , France , Britain , Canada , Italy and Germany .","['DT', 'NNP', 'VBZ', 'DT', 'NNP', 'NNPS', ',', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', ',', 'NNP', 'CC', 'NNP', '.']","['O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'O']"
Sentence: 4743,"BBC journalist Alan Johnston , released Wednesday by Palestinian kidnappers in the Gaza Strip , has received an award for human rights reporting from Amnesty International .","['NNP', 'NN', 'NNP', 'NNP', ',', 'VBN', 'NNP', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NNP', ',', 'VBZ', 'VBN', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'VBG', 'IN', 'NNP', 'NNP', '.']","['B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-tim', 'O', 'B-gpe', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
Sentence: 4744,"Amnesty International 's director for Britain , Kate Allen , said the judges of the annual media awards were determined not to let Johnston 's kidnapping affect their judgment .","['NNP', 'NNP', 'POS', 'NN', 'IN', 'NNP', ',', 'NNP', 'NNP', ',', 'VBD', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NNS', 'NNS', 'VBD', 'VBN', 'RB', 'TO', 'VB', 'NNP', 'POS', 'NN', 'VBP', 'PRP$', 'NN', '.']","['B-org', 'I-org', 'O', 'O', 'O', 'B-geo', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4745,She said they were impressed by his insight and commitment to telling stories of everyday life in Gaza .,"['PRP', 'VBD', 'PRP', 'VBD', 'VBN', 'IN', 'PRP$', 'NN', 'CC', 'NN', 'TO', 'VBG', 'NNS', 'IN', 'JJ', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 4746,The award was one of nine that Amnesty gave out during a ceremony in London Wednesday just hours after Johnston 's release .,"['DT', 'NN', 'VBD', 'CD', 'IN', 'CD', 'IN', 'NNP', 'VBD', 'RP', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'RB', 'NNS', 'IN', 'NNP', 'POS', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O']"
Sentence: 4747,"His father accepted the award for him , saying , "" It 's been quite a day . ""","['PRP$', 'NN', 'VBD', 'DT', 'NN', 'IN', 'PRP', ',', 'VBG', ',', '``', 'PRP', 'VBZ', 'VBN', 'RB', 'DT', 'NN', '.', '``']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4748,Johnston was the only Western reporter based in Gaza when he was abducted in March .,"['NNP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'VBN', 'IN', 'NNP', 'WRB', 'PRP', 'VBD', 'VBN', 'IN', 'NNP', '.']","['B-per', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 4749,"After his release , he compared his four months in captivity to being buried alive . ""","['IN', 'PRP$', 'NN', ',', 'PRP', 'VBD', 'PRP$', 'CD', 'NNS', 'IN', 'NN', 'TO', 'VBG', 'VBN', 'JJ', '.', '``']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4750,"The White House says it can not intervene in the New York City public transit strike , but it has encouraged the parties involved to resolve their differences .","['DT', 'NNP', 'NNP', 'VBZ', 'PRP', 'MD', 'RB', 'VB', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'JJ', 'NN', 'NN', ',', 'CC', 'PRP', 'VBZ', 'VBN', 'DT', 'NNS', 'VBN', 'TO', 'VB', 'PRP$', 'NNS', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4751,"A White House spokesman , Scott McClellan , told reporters Wednesday that federal mediators have offered to help resolve the conflict over city transit workers ' pay and pension issues .","['DT', 'NNP', 'NNP', 'NN', ',', 'NNP', 'NNP', ',', 'VBD', 'NNS', 'NNP', 'IN', 'JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'VB', 'DT', 'NN', 'IN', 'NN', 'NN', 'NNS', 'POS', 'NN', 'CC', 'NN', 'NNS', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4752,"Meanwhile , New Yorkers commuted to work for the second day on foot , on bicycle , or crowded four-at-a-time into taxi cabs .","['RB', ',', 'NNP', 'NNPS', 'VBD', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', ',', 'IN', 'NN', ',', 'CC', 'JJ', 'NN', 'IN', 'NN', 'NNS', '.']","['O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4753,The city 's subway and buses shut down early Tuesday after talks deadlocked between the city and the Transport Workers Union .,"['DT', 'NN', 'POS', 'NN', 'CC', 'NNS', 'VBD', 'RP', 'RB', 'NNP', 'IN', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'CC', 'DT', 'NNP', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'O']"
Sentence: 4754,"Later that day , a judge imposed a fine against the union of $ 1 million for each day of the strike .","['RB', 'DT', 'NN', ',', 'DT', 'NN', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', '$', 'CD', 'CD', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","['B-tim', 'I-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4755,Merchants are concerned about plummeting sales just before the Christmas and New Year holidays - normally the busiest shopping days of the year .,"['NNS', 'VBP', 'VBN', 'IN', 'VBG', 'NNS', 'RB', 'IN', 'DT', 'NNP', 'CC', 'NNP', 'NNP', 'NNS', 'IN', 'RB', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4756,The United States says it is being forced to suspend food aid to North Korea because of Pyongyang 's decision to stop allowing the United Nations to distribute the food .,"['DT', 'NNP', 'NNPS', 'VBZ', 'PRP', 'VBZ', 'VBG', 'VBN', 'TO', 'VB', 'NN', 'NN', 'TO', 'NNP', 'NNP', 'IN', 'IN', 'NNP', 'POS', 'NN', 'TO', 'VB', 'VBG', 'DT', 'NNP', 'NNPS', 'TO', 'VB', 'DT', 'NN', '.']","['O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4757,State Department spokesman Adam Ereli said Thursday U.S. policy requires that international relief workers be able to monitor the distribution of its food .,"['NNP', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'NNP', 'NNP', 'NN', 'VBZ', 'IN', 'JJ', 'NN', 'NNS', 'VB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']","['B-org', 'I-org', 'O', 'B-per', 'I-per', 'O', 'B-tim', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4758,That safeguard will disappear when the U.N. World Food Program ( WFP ) stops distributing food in North Korea this month .,"['DT', 'NN', 'MD', 'VB', 'WRB', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'LRB', 'NNP', 'RRB', 'VBZ', 'VBG', 'NN', 'IN', 'NNP', 'NNP', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O']"
Sentence: 4759,"Mr. Ereli said it is a common practice for North Korea to "" ignore the needs of its people "" and "" let them starve for inexplicable reasons . ""","['NNP', 'NNP', 'VBD', 'PRP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', 'TO', '``', 'VB', 'DT', 'NNS', 'IN', 'PRP$', 'NNS', '``', 'CC', '``', 'VB', 'PRP', 'VB', 'IN', 'JJ', 'NNS', '.', '``']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4760,North Korea announced in August that it no longer wanted U.N. food aid because it said domestic food production had improved .,"['NNP', 'NNP', 'VBD', 'IN', 'NNP', 'IN', 'PRP', 'RB', 'RBR', 'VBD', 'NNP', 'NN', 'NN', 'IN', 'PRP', 'VBD', 'JJ', 'NN', 'NN', 'VBD', 'VBN', '.']","['B-geo', 'I-geo', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4761,The WFP said it would close all its food-processing plants in North Korea by the end of this month .,"['DT', 'NNP', 'VBD', 'PRP', 'MD', 'VB', 'DT', 'PRP$', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","['O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O']"
Sentence: 4762,Danish police are holding seven people suspected of planning terrorist attacks in the Scandinavian country .,"['JJ', 'NNS', 'VBP', 'VBG', 'CD', 'NNS', 'VBN', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4763,"Authorities say security police launched a raid early Tuesday and detained nine suspects in Vollsmose , a mostly immigrant neighborhood in the city of Odense .","['NNS', 'VBP', 'NN', 'NNS', 'VBD', 'DT', 'NN', 'JJ', 'NNP', 'CC', 'VBD', 'CD', 'NNS', 'IN', 'NNP', ',', 'DT', 'RB', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 4764,Police released two of the suspects .,"['NNS', 'VBD', 'CD', 'IN', 'DT', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4765,"Justice Minister Lene Espersen said police seized materials used to make explosives , and she said most of the suspects are thought to be Danish citizens of foreign origin .","['NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNS', 'VBD', 'NNS', 'VBN', 'TO', 'VB', 'NNS', ',', 'CC', 'PRP', 'VBD', 'JJS', 'IN', 'DT', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'JJ', 'NN', '.']","['B-org', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4766,Espersen declined to disclose further details but she said evidence showed the group had been plotting to stage an attack somewhere in Denmark .,"['NNP', 'VBD', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'PRP', 'VBD', 'NN', 'VBD', 'DT', 'NN', 'VBD', 'VBN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'RB', 'IN', 'NNP', '.']","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 4767,"Last month , authorities charged four suspects with trying to obtain explosives to carry out a terrorist attack .","['JJ', 'NN', ',', 'NNS', 'VBD', 'CD', 'NNS', 'IN', 'VBG', 'TO', 'VB', 'NNS', 'TO', 'VB', 'RP', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4768,"Also in early August , a Moroccan-born Dane was charged with inciting Muslims to carry out terrorist acts .","['RB', 'IN', 'JJ', 'NNP', ',', 'DT', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'VBG', 'NNS', 'TO', 'VB', 'RP', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4769,Police in northwest Pakistan say suspected Taliban militants have blown up a primary school that educated girls .,"['NNS', 'IN', 'JJ', 'NNP', 'VBP', 'VBN', 'NNP', 'NNS', 'VBP', 'VBN', 'RP', 'DT', 'JJ', 'NN', 'IN', 'VBN', 'NNS', '.']","['O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4770,Officials say there were no casualties in Tuesday 's blast because the school was closed for the Eid al-Fitr holiday marking the end of the Muslim holy month of Ramadan .,"['NNS', 'VBP', 'EX', 'VBD', 'DT', 'NNS', 'IN', 'NNP', 'POS', 'NN', 'IN', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NNP', 'JJ', 'NN', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'B-tim', 'I-tim', 'O', 'B-tim', 'I-tim', 'O']"
Sentence: 4771,Al-Qaida and Taliban-linked militants who oppose the education of women have destroyed hundreds of girls schools across the country .,"['NNP', 'CC', 'JJ', 'NNS', 'WP', 'VBP', 'DT', 'NN', 'IN', 'NNS', 'VBP', 'VBN', 'NNS', 'IN', 'NNS', 'NNS', 'IN', 'DT', 'NN', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4772,"On Monday , police killed a suicide bomber trying to assassinate a regional education minister , also in the northwest .","['IN', 'NNP', ',', 'NN', 'VBD', 'DT', 'NN', 'NN', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', ',', 'RB', 'IN', 'DT', 'NN', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 4773,"In other violence , Pakistani security forces say they have arrested 11 suspected militants , including three Afghanis , during security operations in Malakand and Swat districts .","['IN', 'JJ', 'NN', ',', 'JJ', 'NN', 'NNS', 'VBP', 'PRP', 'VBP', 'VBN', 'CD', 'JJ', 'NNS', ',', 'VBG', 'CD', 'NNP', ',', 'IN', 'NN', 'NNS', 'IN', 'NNP', 'CC', 'NNP', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-org', 'O', 'O']"
Sentence: 4774,"In a statement released Tuesday , officials say they also found four inter-linked tunnels and bomb-proof bunkers during a separate search operation near Swat 's Biakand area .","['IN', 'DT', 'NN', 'VBN', 'NNP', ',', 'NNS', 'VBP', 'PRP', 'RB', 'VBD', 'CD', 'JJ', 'NNS', 'CC', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNP', 'POS', 'NNP', 'NN', '.']","['O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-org', 'O', 'O']"
Sentence: 4775,NATO says two alliance soldiers have been killed and three others wounded in a firefight with Taliban insurgents in eastern Afghanistan .,"['NNP', 'VBZ', 'CD', 'NN', 'NNS', 'VBP', 'VBN', 'VBN', 'CC', 'CD', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNS', 'IN', 'JJ', 'NNP', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 4776,"In a statement , the NATO-led International Security Assistance Force says the fighting erupted when insurgents ambushed a joint NATO-Afghan troop patrol in the Korangal Valley of Kunar province late Thursday .","['IN', 'DT', 'NN', ',', 'DT', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'VBD', 'WRB', 'NNS', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'NNP', 'NN', 'JJ', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'I-geo', 'O', 'O', 'B-tim', 'O']"
Sentence: 4777,NATO did not identify the nationalities of the dead and wounded soldiers .,"['NNP', 'VBD', 'RB', 'VB', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'CC', 'JJ', 'NNS', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4778,NATO and U.S. forces are battling a resurgent Taliban presence in Afghanistan .,"['NNP', 'CC', 'NNP', 'NNS', 'VBP', 'VBG', 'DT', 'JJ', 'NNP', 'NN', 'IN', 'NNP', '.']","['B-org', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'O']"
Sentence: 4779,The group increasingly has used suicide attacks and roadside bomb blasts since U.S.-led forces ousted it from power in the late 2001 .,"['DT', 'NN', 'RB', 'VBZ', 'VBN', 'NN', 'NNS', 'CC', 'NN', 'NN', 'NNS', 'IN', 'JJ', 'NNS', 'VBD', 'PRP', 'IN', 'NN', 'IN', 'DT', 'JJ', 'CD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 4780,Staff from Arabic television station al-Jazeera protested Thursday around the Middle East in the wake of a British news report that alleged President Bush considered bombing the channel 's headquarters last year .,"['NN', 'IN', 'JJ', 'NN', 'NN', 'NNP', 'VBD', 'NNP', 'IN', 'DT', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'WDT', 'VBD', 'NNP', 'NNP', 'VBD', 'VBG', 'DT', 'NN', 'POS', 'NN', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'B-tim', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4781,"Dozens of al-Jazeera reporters and staff members demonstrated outside the station 's headquarters in Doha , Qatar and in other cities .","['NNS', 'IN', 'NNP', 'NNS', 'CC', 'NN', 'NNS', 'VBD', 'IN', 'DT', 'NN', 'POS', 'NN', 'IN', 'NNP', ',', 'NNP', 'CC', 'IN', 'JJ', 'NNS', '.']","['O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4782,"They called for an investigation into the allegations raised in the Daily Mirror article , which was based on an allegedly leaked official memorandum .","['PRP', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'NN', ',', 'WDT', 'VBD', 'VBN', 'IN', 'DT', 'RB', 'JJ', 'NN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 4783,"In Cairo , Beirut and Gaza City , al-Jazeera staffers were joined by colleagues from other Arab media .","['IN', 'NNP', ',', 'NNP', 'CC', 'NNP', 'NNP', ',', 'NNP', 'NNS', 'VBD', 'VBN', 'IN', 'NNS', 'IN', 'JJ', 'JJ', 'NNS', '.']","['O', 'B-geo', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
